index,Location,RainTomorrow
96975,Perth,1
61918,Dartmoor,1
102129,Hobart,0
76232,Adelaide,0
80851,MountGambier,0
85708,Woomera,1
65889,Brisbane,0
86934,Woomera,0
68192,Cairns,0
53290,Mildura,0
24902,SydneyAirport,0
100463,Hobart,0
37798,Tuggeranong,0
91327,PearceRAAF,0
17228,NorfolkIsland,0
61088,Watsonia,0
91735,PearceRAAF,0
28380,WaggaWagga,0
31365,Wollongong,0
16053,NorfolkIsland,1
53201,Mildura,0
94757,PerthAirport,0
90992,PearceRAAF,0
110552,Darwin,0
8055,CoffsHarbour,1
10578,Moree,0
100833,Hobart,1
94341,PerthAirport,0
36641,Tuggeranong,1
17801,NorfolkIsland,1
85835,Woomera,0
35956,Canberra,0
23210,SydneyAirport,0
82878,Nuriootpa,0
60091,Watsonia,1
20870,Sydney,0
51786,Melbourne,0
91817,PearceRAAF,0
83939,Nuriootpa,1
310,Albury,0
20322,Richmond,0
88000,Witchcliffe,0
12802,NorahHead,1
11914,Moree,0
111047,Katherine,1
112391,Uluru,0
80642,MountGambier,1
47356,MelbourneAirport,0
104901,Launceston,0
23344,SydneyAirport,0
83556,Nuriootpa,0
63352,Dartmoor,0
3107,BadgerysCreek,0
108094,Darwin,0
6117,Cobar,0
88827,Witchcliffe,0
62909,Dartmoor,0
7161,Cobar,0
65514,Brisbane,0
68523,Cairns,1
12037,Moree,0
4282,BadgerysCreek,0
48596,MelbourneAirport,0
36454,Tuggeranong,0
16387,NorfolkIsland,0
77082,Adelaide,0
89051,Witchcliffe,1
81186,MountGambier,0
84183,Nuriootpa,0
93882,PerthAirport,0
12170,Moree,0
50766,Melbourne,0
76300,Adelaide,0
56220,Nhil,0
94445,PerthAirport,1
1406,Albury,0
4793,Cobar,0
15433,NorahHead,0
32440,Wollongong,0
14404,NorahHead,0
20136,Richmond,0
6774,Cobar,1
36884,Tuggeranong,1
87367,Witchcliffe,0
96996,Perth,0
56256,Nhil,0
61181,Watsonia,1
12825,NorahHead,1
43139,Bendigo,0
30102,Williamtown,0
17532,NorfolkIsland,0
64971,Brisbane,0
103677,Launceston,0
12636,Moree,0
10514,Moree,0
5923,Cobar,0
81205,MountGambier,1
47681,MelbourneAirport,1
44851,Sale,0
47825,MelbourneAirport,0
38767,Ballarat,0
68763,Cairns,0
60283,Watsonia,1
35051,Canberra,1
108356,Darwin,0
7606,CoffsHarbour,0
105340,AliceSprings,0
14515,NorahHead,1
103123,Hobart,0
58675,Portland,0
110921,Katherine,0
22227,Sydney,0
56749,Portland,0
87185,Witchcliffe,0
99759,Walpole,0
12629,Moree,0
77678,Adelaide,0
82204,Nuriootpa,0
19968,Richmond,0
78127,Adelaide,0
7332,Cobar,0
81235,MountGambier,0
47330,MelbourneAirport,0
9619,CoffsHarbour,1
3829,BadgerysCreek,1
34771,Canberra,0
86491,Woomera,0
88698,Witchcliffe,0
69133,Cairns,0
10564,Moree,0
102147,Hobart,1
59240,Watsonia,0
10267,Moree,0
74333,Townsville,0
79712,MountGambier,0
40375,Ballarat,0
25893,WaggaWagga,0
57867,Portland,0
73877,Townsville,0
61778,Watsonia,0
24581,SydneyAirport,0
66486,Brisbane,1
97227,Perth,0
5349,Cobar,0
96083,Perth,0
99680,Walpole,1
57781,Portland,1
41194,Ballarat,0
24433,SydneyAirport,0
42782,Bendigo,0
104330,Launceston,0
88150,Witchcliffe,0
84158,Nuriootpa,0
86040,Woomera,0
2237,Albury,0
101869,Hobart,0
47770,MelbourneAirport,0
43026,Bendigo,0
76608,Adelaide,0
45195,Sale,0
91699,PearceRAAF,0
27232,WaggaWagga,0
8861,CoffsHarbour,0
102495,Hobart,0
89185,Witchcliffe,0
83417,Nuriootpa,0
56862,Portland,0
70861,GoldCoast,0
16497,NorfolkIsland,0
74095,Townsville,0
57973,Portland,0
69284,Cairns,0
87162,Witchcliffe,0
4319,BadgerysCreek,0
7367,Cobar,1
3431,BadgerysCreek,0
76929,Adelaide,0
78254,Adelaide,0
58040,Portland,0
68208,Cairns,1
70982,GoldCoast,1
108070,Darwin,0
103273,Hobart,0
42781,Bendigo,0
57881,Portland,0
64780,Brisbane,0
3129,BadgerysCreek,0
60309,Watsonia,1
60241,Watsonia,0
43866,Bendigo,0
40362,Ballarat,0
84444,Woomera,0
60177,Watsonia,0
52136,Mildura,0
7512,Cobar,0
16591,NorfolkIsland,1
84672,Woomera,0
100728,Hobart,0
4497,BadgerysCreek,0
83186,Nuriootpa,1
6456,Cobar,0
62220,Dartmoor,0
108475,Darwin,0
98924,Walpole,1
13250,NorahHead,0
67352,Cairns,0
63236,Dartmoor,0
84581,Woomera,0
45508,Sale,0
93649,PerthAirport,0
55975,Nhil,1
32181,Wollongong,0
85543,Woomera,0
99978,Walpole,1
28763,Williamtown,0
21285,Sydney,0
96328,Perth,0
8641,CoffsHarbour,1
67527,Cairns,0
37904,Tuggeranong,0
23320,SydneyAirport,1
19138,Richmond,0
30916,Wollongong,0
51593,Melbourne,1
31960,Wollongong,0
50588,Melbourne,0
81615,Nuriootpa,1
107389,AliceSprings,0
77276,Adelaide,0
58681,Portland,0
62183,Dartmoor,0
51757,Melbourne,0
42380,Bendigo,0
37305,Tuggeranong,0
24232,SydneyAirport,0
110028,Darwin,1
13061,NorahHead,1
72165,GoldCoast,1
38945,Ballarat,0
56132,Nhil,0
78268,Adelaide,0
26581,WaggaWagga,0
108434,Darwin,0
30381,Williamtown,1
4584,BadgerysCreek,0
22707,SydneyAirport,0
92788,PerthAirport,1
103927,Launceston,0
86194,Woomera,1
97873,Walpole,0
78074,Adelaide,0
52854,Mildura,1
71687,GoldCoast,0
36880,Tuggeranong,0
6134,Cobar,0
57856,Portland,1
25277,SydneyAirport,1
72926,Townsville,1
102114,Hobart,1
45401,Sale,0
14471,NorahHead,0
44452,Sale,0
109069,Darwin,0
6203,Cobar,0
968,Albury,0
111887,Uluru,0
42291,Bendigo,0
18100,NorfolkIsland,0
7137,Cobar,0
74864,Townsville,0
106141,AliceSprings,0
29133,Williamtown,1
1388,Albury,0
7480,Cobar,1
3928,BadgerysCreek,0
20674,Sydney,0
22029,Sydney,0
110433,Darwin,0
52064,Mildura,1
51468,Melbourne,0
61613,Watsonia,0
71660,GoldCoast,0
47256,MelbourneAirport,0
76074,Adelaide,0
6884,Cobar,0
73062,Townsville,0
73675,Townsville,0
13730,NorahHead,0
108349,Darwin,0
32456,Wollongong,0
5891,Cobar,0
98964,Walpole,1
31991,Wollongong,0
93024,PerthAirport,0
72415,GoldCoast,1
30837,Wollongong,0
9103,CoffsHarbour,0
105520,AliceSprings,0
39801,Ballarat,0
89001,Witchcliffe,0
102430,Hobart,0
106417,AliceSprings,0
105090,AliceSprings,0
46690,Sale,0
58232,Portland,0
32892,Wollongong,0
103605,Launceston,0
71705,GoldCoast,0
4516,BadgerysCreek,0
55206,Nhil,0
54328,Mildura,0
85047,Woomera,0
19964,Richmond,0
10907,Moree,0
37280,Tuggeranong,0
90864,PearceRAAF,0
70653,GoldCoast,0
24929,SydneyAirport,0
29744,Williamtown,0
43376,Bendigo,1
21425,Sydney,0
18222,NorfolkIsland,1
100485,Hobart,0
41343,Bendigo,0
102548,Hobart,1
106373,AliceSprings,0
36330,Tuggeranong,0
11277,Moree,0
2920,BadgerysCreek,0
67759,Cairns,0
7127,Cobar,0
98799,Walpole,0
34402,Canberra,0
49198,MelbourneAirport,1
79683,MountGambier,1
107104,AliceSprings,0
77415,Adelaide,0
16604,NorfolkIsland,0
77081,Adelaide,0
61463,Watsonia,1
23546,SydneyAirport,0
64307,Brisbane,0
39209,Ballarat,1
63323,Dartmoor,1
82399,Nuriootpa,0
72726,GoldCoast,0
75417,Townsville,0
110960,Katherine,0
89719,PearceRAAF,0
29375,Williamtown,0
81653,Nuriootpa,0
26050,WaggaWagga,1
30642,Wollongong,0
575,Albury,0
21985,Sydney,1
85373,Woomera,0
33210,Wollongong,0
47350,MelbourneAirport,1
86961,Woomera,0
108456,Darwin,0
103438,Launceston,1
35272,Canberra,1
75948,Adelaide,0
16125,NorfolkIsland,0
27491,WaggaWagga,0
67516,Cairns,0
54147,Mildura,0
28409,WaggaWagga,0
5865,Cobar,1
25441,SydneyAirport,0
88261,Witchcliffe,0
109178,Darwin,0
19531,Richmond,0
82740,Nuriootpa,0
77901,Adelaide,1
6670,Cobar,0
9517,CoffsHarbour,1
32243,Wollongong,0
9960,CoffsHarbour,0
24692,SydneyAirport,0
49095,MelbourneAirport,0
18117,NorfolkIsland,1
41791,Bendigo,1
108910,Darwin,0
27532,WaggaWagga,0
77484,Adelaide,0
87612,Witchcliffe,0
85665,Woomera,0
52535,Mildura,0
103531,Launceston,0
111147,Katherine,0
83529,Nuriootpa,1
43735,Bendigo,0
59707,Watsonia,0
69104,Cairns,0
21031,Sydney,0
46953,MelbourneAirport,0
12054,Moree,1
78736,MountGambier,0
12550,Moree,1
23513,SydneyAirport,0
83274,Nuriootpa,0
19363,Richmond,0
8626,CoffsHarbour,0
104428,Launceston,1
26219,WaggaWagga,0
4563,BadgerysCreek,0
13251,NorahHead,0
44015,Sale,0
40995,Ballarat,1
20064,Richmond,1
18963,Richmond,0
15730,NorfolkIsland,1
62785,Dartmoor,1
16866,NorfolkIsland,1
106618,AliceSprings,0
104662,Launceston,0
34351,Canberra,0
6017,Cobar,0
1962,Albury,0
70357,GoldCoast,0
109908,Darwin,1
96061,Perth,0
3627,BadgerysCreek,0
58968,Portland,1
56501,Portland,0
68697,Cairns,0
27336,WaggaWagga,1
36577,Tuggeranong,0
85059,Woomera,0
103996,Launceston,0
61142,Watsonia,0
99987,Walpole,0
106107,AliceSprings,0
32137,Wollongong,0
22008,Sydney,0
103563,Launceston,0
63616,Dartmoor,0
86546,Woomera,0
88190,Witchcliffe,1
21587,Sydney,0
42762,Bendigo,0
2148,Albury,0
13957,NorahHead,0
54351,Mildura,0
64648,Brisbane,0
33441,Canberra,0
61302,Watsonia,0
72038,GoldCoast,1
16115,NorfolkIsland,0
86498,Woomera,0
6587,Cobar,0
109657,Darwin,1
28881,Williamtown,1
108925,Darwin,1
108365,Darwin,1
103607,Launceston,1
14583,NorahHead,1
105792,AliceSprings,0
28621,Williamtown,0
16500,NorfolkIsland,1
6604,Cobar,0
86652,Woomera,0
111619,Uluru,0
34100,Canberra,0
20798,Sydney,1
110838,Katherine,0
54812,Nhil,0
82899,Nuriootpa,1
55265,Nhil,1
104036,Launceston,1
77872,Adelaide,0
71623,GoldCoast,1
51215,Melbourne,1
111869,Uluru,0
24528,SydneyAirport,0
48994,MelbourneAirport,1
38201,Tuggeranong,0
107821,Darwin,0
57833,Portland,1
57045,Portland,1
81382,MountGambier,0
38438,Ballarat,0
53637,Mildura,1
55251,Nhil,0
9982,CoffsHarbour,1
20721,Sydney,0
98482,Walpole,0
106612,AliceSprings,0
92851,PerthAirport,0
4358,BadgerysCreek,0
36181,Tuggeranong,0
91100,PearceRAAF,1
77385,Adelaide,1
36678,Tuggeranong,0
81455,Nuriootpa,0
38640,Ballarat,0
77733,Adelaide,0
6878,Cobar,0
7979,CoffsHarbour,0
52398,Mildura,0
37855,Tuggeranong,0
532,Albury,0
106046,AliceSprings,0
61485,Watsonia,1
84528,Woomera,0
99635,Walpole,1
20450,Sydney,0
99163,Walpole,1
22409,Sydney,1
53579,Mildura,0
81371,MountGambier,0
32542,Wollongong,1
10399,Moree,0
73586,Townsville,0
101125,Hobart,0
87936,Witchcliffe,0
60996,Watsonia,0
30587,Williamtown,0
87001,Woomera,0
6215,Cobar,0
97697,Perth,0
1708,Albury,0
47615,MelbourneAirport,0
65181,Brisbane,0
24303,SydneyAirport,1
108013,Darwin,0
3214,BadgerysCreek,1
21399,Sydney,0
1996,Albury,1
101320,Hobart,0
102562,Hobart,1
37825,Tuggeranong,0
105645,AliceSprings,1
96847,Perth,1
48777,MelbourneAirport,0
111846,Uluru,1
78280,Adelaide,0
5686,Cobar,0
8210,CoffsHarbour,0
61935,Dartmoor,0
26442,WaggaWagga,1
62741,Dartmoor,0
69617,Cairns,0
110048,Darwin,0
37934,Tuggeranong,0
88664,Witchcliffe,0
85241,Woomera,0
14114,NorahHead,1
55711,Nhil,1
40887,Ballarat,1
50885,Melbourne,0
50003,Melbourne,0
93568,PerthAirport,0
45924,Sale,0
30957,Wollongong,0
70685,GoldCoast,0
99367,Walpole,0
7507,Cobar,0
81742,Nuriootpa,0
67792,Cairns,0
68365,Cairns,0
79207,MountGambier,0
58099,Portland,1
45321,Sale,0
50833,Melbourne,0
94498,PerthAirport,0
61498,Watsonia,0
51823,Melbourne,0
76010,Adelaide,0
48234,MelbourneAirport,0
58237,Portland,1
44702,Sale,1
22591,Sydney,1
60176,Watsonia,0
27785,WaggaWagga,1
87575,Witchcliffe,0
57442,Portland,0
56214,Nhil,0
32376,Wollongong,0
48259,MelbourneAirport,1
64549,Brisbane,0
72917,Townsville,0
93847,PerthAirport,0
16953,NorfolkIsland,1
32819,Wollongong,1
33515,Canberra,0
32479,Wollongong,0
26908,WaggaWagga,0
64110,Dartmoor,0
86121,Woomera,0
2027,Albury,1
3574,BadgerysCreek,0
24880,SydneyAirport,0
70912,GoldCoast,0
18262,NorfolkIsland,0
77289,Adelaide,0
44428,Sale,0
5068,Cobar,0
55760,Nhil,0
5448,Cobar,1
49450,MelbourneAirport,1
32140,Wollongong,0
102013,Hobart,0
1041,Albury,0
18616,Richmond,0
78167,Adelaide,0
9232,CoffsHarbour,1
31462,Wollongong,0
84371,Woomera,0
29364,Williamtown,1
939,Albury,0
46384,Sale,0
32647,Wollongong,0
13502,NorahHead,0
36946,Tuggeranong,0
60005,Watsonia,0
15719,NorfolkIsland,0
79844,MountGambier,0
43538,Bendigo,0
49155,MelbourneAirport,0
65593,Brisbane,0
79136,MountGambier,0
77499,Adelaide,0
87514,Witchcliffe,0
100188,Walpole,0
71613,GoldCoast,1
71411,GoldCoast,0
109340,Darwin,0
74194,Townsville,0
92073,PerthAirport,1
61069,Watsonia,0
28168,WaggaWagga,0
92896,PerthAirport,0
25686,WaggaWagga,0
98991,Walpole,1
106823,AliceSprings,0
28861,Williamtown,1
28828,Williamtown,0
79429,MountGambier,0
30375,Williamtown,0
47719,MelbourneAirport,0
109683,Darwin,1
80321,MountGambier,0
59995,Watsonia,0
41502,Bendigo,0
29127,Williamtown,1
109831,Darwin,0
72325,GoldCoast,0
20321,Richmond,0
75917,Adelaide,0
86200,Woomera,0
100036,Walpole,0
104529,Launceston,0
97885,Walpole,0
55002,Nhil,0
34748,Canberra,1
86103,Woomera,0
47310,MelbourneAirport,1
47923,MelbourneAirport,0
104013,Launceston,1
69254,Cairns,0
54108,Mildura,0
53150,Mildura,0
41340,Bendigo,0
98892,Walpole,1
24293,SydneyAirport,0
98616,Walpole,0
18299,NorfolkIsland,0
7895,CoffsHarbour,0
44952,Sale,0
51690,Melbourne,0
93784,PerthAirport,0
61920,Dartmoor,1
58011,Portland,0
89113,Witchcliffe,1
107469,AliceSprings,0
109720,Darwin,0
65340,Brisbane,1
42361,Bendigo,0
59127,Portland,1
37282,Tuggeranong,0
50615,Melbourne,1
32545,Wollongong,0
35302,Canberra,0
53412,Mildura,0
73356,Townsville,1
66647,Brisbane,0
13774,NorahHead,0
102911,Hobart,1
20287,Richmond,1
25689,WaggaWagga,0
26944,WaggaWagga,0
27274,WaggaWagga,0
88217,Witchcliffe,0
5286,Cobar,0
19579,Richmond,0
60952,Watsonia,0
112318,Uluru,0
108249,Darwin,0
39892,Ballarat,0
84923,Woomera,0
111476,Katherine,0
35339,Canberra,0
38646,Ballarat,0
35860,Canberra,0
82091,Nuriootpa,0
55257,Nhil,0
16489,NorfolkIsland,0
67986,Cairns,0
26403,WaggaWagga,0
10196,Moree,0
29522,Williamtown,0
29157,Williamtown,0
49430,MelbourneAirport,0
3381,BadgerysCreek,0
94421,PerthAirport,1
27476,WaggaWagga,0
65698,Brisbane,1
90527,PearceRAAF,0
90909,PearceRAAF,0
981,Albury,0
15269,NorahHead,0
48354,MelbourneAirport,0
67238,Cairns,1
21390,Sydney,0
41352,Bendigo,0
9828,CoffsHarbour,0
47358,MelbourneAirport,0
3825,BadgerysCreek,0
72128,GoldCoast,1
67953,Cairns,0
54717,Mildura,0
43492,Bendigo,0
59604,Watsonia,0
84986,Woomera,0
59533,Watsonia,0
34668,Canberra,1
100235,Walpole,1
10014,CoffsHarbour,0
93029,PerthAirport,0
50808,Melbourne,0
35912,Canberra,0
37620,Tuggeranong,1
99538,Walpole,0
61395,Watsonia,0
61338,Watsonia,0
23470,SydneyAirport,1
47075,MelbourneAirport,0
56368,Portland,0
21509,Sydney,0
51640,Melbourne,0
30499,Williamtown,0
62758,Dartmoor,0
33732,Canberra,1
90911,PearceRAAF,0
110238,Darwin,1
84718,Woomera,0
5309,Cobar,0
453,Albury,0
56618,Portland,1
105246,AliceSprings,0
73182,Townsville,0
8410,CoffsHarbour,0
97739,Perth,0
31073,Wollongong,1
101198,Hobart,1
99996,Walpole,0
28699,Williamtown,1
35488,Canberra,1
72867,GoldCoast,0
76124,Adelaide,0
9636,CoffsHarbour,0
66440,Brisbane,1
59287,Watsonia,1
24234,SydneyAirport,0
61156,Watsonia,1
95664,Perth,1
56561,Portland,1
69091,Cairns,0
63549,Dartmoor,0
109719,Darwin,0
39607,Ballarat,0
112192,Uluru,0
61772,Watsonia,0
111228,Katherine,1
90888,PearceRAAF,1
34342,Canberra,0
102023,Hobart,1
64984,Brisbane,0
71504,GoldCoast,0
39812,Ballarat,0
13086,NorahHead,1
48525,MelbourneAirport,0
58162,Portland,0
48607,MelbourneAirport,1
54454,Mildura,1
57041,Portland,0
107428,AliceSprings,1
97948,Walpole,0
32297,Wollongong,1
6005,Cobar,0
52836,Mildura,0
47922,MelbourneAirport,0
111661,Uluru,0
45368,Sale,1
64958,Brisbane,0
57481,Portland,0
78435,Adelaide,0
74769,Townsville,0
704,Albury,1
96396,Perth,0
8054,CoffsHarbour,1
67856,Cairns,0
3244,BadgerysCreek,0
107659,AliceSprings,0
63142,Dartmoor,0
72742,GoldCoast,1
87455,Witchcliffe,0
80718,MountGambier,0
1574,Albury,0
80387,MountGambier,1
44699,Sale,0
83116,Nuriootpa,1
3570,BadgerysCreek,0
103955,Launceston,1
55090,Nhil,0
110471,Darwin,0
35055,Canberra,0
49144,MelbourneAirport,1
33999,Canberra,0
13514,NorahHead,1
58725,Portland,0
33996,Canberra,0
47114,MelbourneAirport,0
58975,Portland,1
13354,NorahHead,1
104636,Launceston,0
90834,PearceRAAF,0
26618,WaggaWagga,1
38354,Tuggeranong,1
67218,Cairns,0
70453,GoldCoast,0
67901,Cairns,1
57834,Portland,0
101862,Hobart,0
21514,Sydney,0
86930,Woomera,0
22275,Sydney,1
75523,Townsville,0
100189,Walpole,0
48803,MelbourneAirport,0
107009,AliceSprings,0
85542,Woomera,0
44568,Sale,0
41739,Bendigo,0
92924,PerthAirport,0
79381,MountGambier,1
29286,Williamtown,0
17533,NorfolkIsland,0
103702,Launceston,0
24046,SydneyAirport,0
43118,Bendigo,0
77149,Adelaide,0
88342,Witchcliffe,0
12921,NorahHead,0
82759,Nuriootpa,0
15043,NorahHead,0
45529,Sale,0
64495,Brisbane,0
32380,Wollongong,0
85385,Woomera,0
37203,Tuggeranong,0
43298,Bendigo,0
33022,Wollongong,1
15436,NorahHead,1
22145,Sydney,0
14383,NorahHead,0
5551,Cobar,0
15875,NorfolkIsland,0
14486,NorahHead,0
78012,Adelaide,0
90852,PearceRAAF,0
74121,Townsville,0
43809,Bendigo,0
5152,Cobar,0
55644,Nhil,0
70817,GoldCoast,1
40270,Ballarat,0
54413,Mildura,0
42184,Bendigo,0
6325,Cobar,0
95906,Perth,0
75927,Adelaide,0
111099,Katherine,1
52708,Mildura,0
102135,Hobart,0
15654,NorfolkIsland,1
15353,NorahHead,0
13306,NorahHead,1
9392,CoffsHarbour,0
10206,Moree,1
52285,Mildura,0
22726,SydneyAirport,0
23881,SydneyAirport,0
26247,WaggaWagga,0
82729,Nuriootpa,0
102156,Hobart,0
78276,Adelaide,1
43032,Bendigo,0
26180,WaggaWagga,1
1602,Albury,0
85552,Woomera,0
25463,SydneyAirport,0
112137,Uluru,0
80260,MountGambier,0
98967,Walpole,0
43990,Bendigo,0
68655,Cairns,1
52075,Mildura,0
91581,PearceRAAF,1
106884,AliceSprings,0
6477,Cobar,0
67670,Cairns,0
105734,AliceSprings,0
111815,Uluru,0
103130,Hobart,0
76774,Adelaide,1
46452,Sale,0
19012,Richmond,0
82849,Nuriootpa,0
66109,Brisbane,0
21448,Sydney,0
50695,Melbourne,0
15315,NorahHead,0
44577,Sale,0
95538,Perth,0
104711,Launceston,1
62322,Dartmoor,0
105872,AliceSprings,0
32363,Wollongong,0
25146,SydneyAirport,0
1259,Albury,0
62081,Dartmoor,1
81410,Nuriootpa,0
46955,MelbourneAirport,1
31359,Wollongong,0
44358,Sale,0
2130,Albury,1
58804,Portland,0
91535,PearceRAAF,0
110539,Darwin,0
11328,Moree,0
43166,Bendigo,0
44997,Sale,1
65253,Brisbane,0
112502,Uluru,0
24392,SydneyAirport,0
66275,Brisbane,0
68688,Cairns,1
55686,Nhil,0
88379,Witchcliffe,1
46635,Sale,0
63650,Dartmoor,0
102284,Hobart,0
65927,Brisbane,0
58110,Portland,0
9424,CoffsHarbour,0
58623,Portland,0
15049,NorahHead,0
92518,PerthAirport,0
53946,Mildura,0
27042,WaggaWagga,0
106995,AliceSprings,0
57779,Portland,0
62247,Dartmoor,0
15926,NorfolkIsland,0
44632,Sale,0
101857,Hobart,0
64983,Brisbane,0
49814,Melbourne,0
4556,BadgerysCreek,0
85536,Woomera,0
6074,Cobar,1
29491,Williamtown,0
16974,NorfolkIsland,0
9953,CoffsHarbour,1
90300,PearceRAAF,0
71910,GoldCoast,0
35778,Canberra,0
45688,Sale,0
76347,Adelaide,1
49636,MelbourneAirport,0
106418,AliceSprings,0
58119,Portland,0
60987,Watsonia,0
40707,Ballarat,1
96678,Perth,1
10677,Moree,0
58454,Portland,0
96708,Perth,0
10188,Moree,0
21843,Sydney,1
39276,Ballarat,0
77449,Adelaide,0
111153,Katherine,0
4931,Cobar,0
58167,Portland,1
57234,Portland,0
47395,MelbourneAirport,1
53993,Mildura,0
2617,BadgerysCreek,1
110814,Katherine,1
11567,Moree,0
108518,Darwin,0
37718,Tuggeranong,0
83547,Nuriootpa,0
86500,Woomera,0
6025,Cobar,0
78727,MountGambier,0
10628,Moree,0
109171,Darwin,0
28692,Williamtown,0
89797,PearceRAAF,0
99160,Walpole,1
37248,Tuggeranong,0
84109,Nuriootpa,0
44774,Sale,0
90719,PearceRAAF,0
48862,MelbourneAirport,0
112207,Uluru,0
31581,Wollongong,0
112751,Uluru,0
100469,Hobart,1
108079,Darwin,0
34936,Canberra,0
51658,Melbourne,0
46732,MelbourneAirport,0
77181,Adelaide,0
14020,NorahHead,0
63033,Dartmoor,0
78909,MountGambier,1
93755,PerthAirport,0
26551,WaggaWagga,0
102263,Hobart,0
42593,Bendigo,0
68328,Cairns,0
84825,Woomera,0
169,Albury,0
15881,NorfolkIsland,0
39010,Ballarat,1
48500,MelbourneAirport,0
34014,Canberra,0
86634,Woomera,0
56591,Portland,0
13843,NorahHead,0
13817,NorahHead,0
18843,Richmond,0
49778,Melbourne,0
56117,Nhil,0
47959,MelbourneAirport,0
75146,Townsville,0
41991,Bendigo,1
58840,Portland,1
69775,Cairns,0
107625,AliceSprings,0
43,Albury,0
83864,Nuriootpa,1
95157,Perth,1
72690,GoldCoast,1
23061,SydneyAirport,0
74361,Townsville,0
81548,Nuriootpa,0
74914,Townsville,1
109494,Darwin,0
42073,Bendigo,0
20969,Sydney,0
45315,Sale,0
27461,WaggaWagga,0
9140,CoffsHarbour,1
65553,Brisbane,0
111726,Uluru,0
56851,Portland,0
43815,Bendigo,0
23358,SydneyAirport,0
24665,SydneyAirport,0
31298,Wollongong,0
35482,Canberra,0
14474,NorahHead,0
73627,Townsville,1
68279,Cairns,0
15959,NorfolkIsland,1
92403,PerthAirport,0
35522,Canberra,0
21090,Sydney,0
53573,Mildura,0
107455,AliceSprings,1
5845,Cobar,1
83212,Nuriootpa,0
8758,CoffsHarbour,0
16954,NorfolkIsland,1
102415,Hobart,0
79192,MountGambier,0
81241,MountGambier,0
51036,Melbourne,0
87411,Witchcliffe,0
37641,Tuggeranong,1
47934,MelbourneAirport,0
20036,Richmond,0
69884,Cairns,0
70825,GoldCoast,0
30600,Williamtown,1
109060,Darwin,0
81093,MountGambier,1
82042,Nuriootpa,0
107914,Darwin,0
72555,GoldCoast,1
47494,MelbourneAirport,0
101623,Hobart,0
23389,SydneyAirport,0
93841,PerthAirport,0
1830,Albury,1
59176,Watsonia,0
100782,Hobart,0
66875,Brisbane,0
6072,Cobar,0
70004,Cairns,1
23197,SydneyAirport,0
18530,Richmond,0
107953,Darwin,0
102626,Hobart,1
6571,Cobar,0
39393,Ballarat,1
20517,Sydney,0
2635,BadgerysCreek,0
33737,Canberra,0
73728,Townsville,0
78524,MountGambier,1
100282,Walpole,1
95096,Perth,0
9615,CoffsHarbour,0
55909,Nhil,0
7478,Cobar,0
74262,Townsville,0
71483,GoldCoast,0
10319,Moree,0
104819,Launceston,0
39590,Ballarat,0
61058,Watsonia,1
80150,MountGambier,1
43597,Bendigo,0
89296,Witchcliffe,0
32412,Wollongong,0
51426,Melbourne,0
39705,Ballarat,0
74621,Townsville,0
13292,NorahHead,1
30949,Wollongong,0
96972,Perth,1
62823,Dartmoor,1
12684,Moree,0
56847,Portland,1
13996,NorahHead,0
51698,Melbourne,0
90707,PearceRAAF,0
20714,Sydney,1
10391,Moree,1
51205,Melbourne,0
6825,Cobar,0
34258,Canberra,0
72745,GoldCoast,0
26500,WaggaWagga,0
70147,GoldCoast,1
83651,Nuriootpa,0
92744,PerthAirport,0
62335,Dartmoor,0
112761,Uluru,0
87445,Witchcliffe,0
94403,PerthAirport,1
75253,Townsville,0
72968,Townsville,1
112049,Uluru,0
104212,Launceston,1
25384,SydneyAirport,0
32111,Wollongong,0
18305,NorfolkIsland,0
61202,Watsonia,0
104726,Launceston,1
85038,Woomera,0
11108,Moree,0
97239,Perth,0
14845,NorahHead,0
77951,Adelaide,1
80858,MountGambier,0
104143,Launceston,0
83865,Nuriootpa,1
107019,AliceSprings,0
25234,SydneyAirport,0
35996,Canberra,0
45648,Sale,0
83795,Nuriootpa,0
2848,BadgerysCreek,0
107152,AliceSprings,1
92675,PerthAirport,0
108692,Darwin,0
50718,Melbourne,0
49541,MelbourneAirport,0
99785,Walpole,0
65911,Brisbane,0
49722,Melbourne,0
11305,Moree,0
29039,Williamtown,1
98300,Walpole,1
27417,WaggaWagga,0
20493,Sydney,0
75638,Townsville,1
28028,WaggaWagga,0
97002,Perth,0
63523,Dartmoor,0
98293,Walpole,1
111180,Katherine,0
73052,Townsville,0
74113,Townsville,0
21205,Sydney,1
96606,Perth,0
37343,Tuggeranong,0
17929,NorfolkIsland,0
105180,AliceSprings,0
91059,PearceRAAF,0
46730,MelbourneAirport,0
35483,Canberra,0
50531,Melbourne,1
20470,Sydney,1
33876,Canberra,0
88794,Witchcliffe,0
73500,Townsville,0
45745,Sale,0
23867,SydneyAirport,0
94128,PerthAirport,0
33245,Wollongong,0
13316,NorahHead,1
31918,Wollongong,0
20790,Sydney,1
91661,PearceRAAF,0
104374,Launceston,0
83674,Nuriootpa,1
17074,NorfolkIsland,0
100625,Hobart,0
40845,Ballarat,0
68251,Cairns,0
827,Albury,0
86350,Woomera,0
50591,Melbourne,0
72566,GoldCoast,0
64649,Brisbane,0
111218,Katherine,0
16892,NorfolkIsland,0
98119,Walpole,0
104509,Launceston,1
96028,Perth,0
11542,Moree,0
